Price,Close,High,Low,Open,Volume
Ticker,TON-USD,TON-USD,TON-USD,TON-USD,TON-USD
Datetime,,,,,
2023-09-17 21:00:00+00:00,1.246730923652649,1.246889591217041,1.2418901920318604,1.2439305782318115,0
2023-09-17 22:00:00+00:00,1.246326208114624,1.2468507289886475,1.242362380027771,1.2468507289886475,4381
2023-09-17 23:00:00+00:00,1.242024302482605,1.2484750747680664,1.2414369583129883,1.246336579322815,3150
2023-09-18 00:00:00+00:00,1.2340046167373657,1.247846007347107,1.2319012880325317,1.242117166519165,46143
2023-09-18 01:00:00+00:00,1.228671908378601,1.2357419729232788,1.2279295921325684,1.233553409576416,0
2023-09-18 02:00:00+00:00,1.2340407371520996,1.2349985837936401,1.2241885662078857,1.2287260293960571,12360
2023-09-18 03:00:00+00:00,1.2357594966888428,1.2360764741897583,1.230876088142395,1.2339801788330078,0
2023-09-18 04:00:00+00:00,1.2330479621887207,1.2380385398864746,1.2330479621887207,1.2380385398864746,0
2023-09-18 05:00:00+00:00,1.2397384643554688,1.2398170232772827,1.232804298400879,1.2355490922927856,0
2023-09-18 06:00:00+00:00,1.241849422454834,1.2439454793930054,1.2376294136047363,1.2378369569778442,0
2023-09-18 07:00:00+00:00,1.2403944730758667,1.2453137636184692,1.23946213722229,1.2398300170898438,0
2023-09-18 08:00:00+00:00,1.2426010370254517,1.2447504997253418,1.2406539916992188,1.2427796125411987,0
2023-09-18 09:00:00+00:00,1.2485719919204712,1.2485758066177368,1.240733027458191,1.240733027458191,16964
2023-09-18 10:00:00+00:00,1.2579299211502075,1.2579299211502075,1.246719241142273,1.246719241142273,89760
2023-09-18 11:00:00+00:00,1.2605887651443481,1.2611289024353027,1.257496953010559,1.257496953010559,8492
2023-09-18 12:00:00+00:00,1.2633562088012695,1.2650474309921265,1.2593011856079102,1.2608495950698853,0
2023-09-18 13:00:00+00:00,1.2602118253707886,1.2648290395736694,1.2595628499984741,1.2636122703552246,127437
2023-09-18 14:00:00+00:00,1.2630351781845093,1.2630351781845093,1.2560131549835205,1.2584340572357178,0
2023-09-18 15:00:00+00:00,1.2630740404129028,1.2641352415084839,1.2613029479980469,1.2632733583450317,4282
2023-09-18 16:00:00+00:00,1.2645177841186523,1.2645177841186523,1.2601474523544312,1.2609277963638306,17560
2023-09-18 17:00:00+00:00,1.250651478767395,1.264536738395691,1.2503560781478882,1.264464259147644,0
2023-09-18 18:00:00+00:00,1.2490190267562866,1.2552019357681274,1.2467501163482666,1.2509013414382935,0
2023-09-18 19:00:00+00:00,1.256285309791565,1.2570468187332153,1.248732328414917,1.248732328414917,11993
2023-09-18 20:00:00+00:00,1.2521898746490479,1.256199598312378,1.2503173351287842,1.256199598312378,6822
2023-09-18 21:00:00+00:00,1.250951886177063,1.2541022300720215,1.2483255863189697,1.2541022300720215,0
2023-09-18 22:00:00+00:00,1.250270128250122,1.2518653869628906,1.249298334121704,1.2513624429702759,0
2023-09-18 23:00:00+00:00,1.249088168144226,1.252272605895996,1.247205376625061,1.2503470182418823,0
2023-09-19 00:00:00+00:00,1.240417718887329,1.2491501569747925,1.240417718887329,1.2491501569747925,7723
2023-09-19 01:00:00+00:00,1.2491588592529297,1.2496373653411865,1.2382408380508423,1.2382408380508423,0
